route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off,tts_route_short_name,direction0_name,direction1_name,ext_id,ext_id_py7,ext_realtime,ext_type
105-AD,ALEOP_53,105-AD,Ernée - Andouillé - La Baconnière - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,,1,1,,Ernée → La Baconnière → Laval,Laval → La Baconnière → Ernée,,,,715
105,ALEOP_53,105,Ernée - Andouillé - La Baconnière - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,,1,1,,Ernée → La Baconnière → Laval,Laval → La Baconnière → Ernée,,,,
107-AD,ALEOP_53,107-AD,Saint-Pierre-des-Landes - Olivet - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,,1,1,,Saint-Pierre-des-Landes → Olivet → Laval,Laval → Olivet→ Saint-Pierre-des-Landes,,,,715
107,ALEOP_53,107,Saint-Pierre-des-Landes - Olivet - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,,1,1,,Saint-Pierre-des-Landes → Olivet → Laval,Laval → Olivet→ Saint-Pierre-des-Landes,,,,
108-AD,ALEOP_53,108-AD,La Guerche-de-Bretagne - Montjean - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,,1,1,,La Guerche-de-Bretagne → Monjean → Laval,Laval→ Monjean → La Guerche-de-Bretagne,,,,715
108,ALEOP_53,108,La Guerche-de-Bretagne - Montjean - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,,1,1,,La Guerche-de-Bretagne → Monjean → Laval,Laval→ Monjean → La Guerche-de-Bretagne,,,,
109-AD,ALEOP_53,109-AD,Sablé-sur-Sarthe - Meslay-du-Maine - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,2,2,,Sablé-sur-Sarthe → Meslay-du-Maine → Laval,Laval → Meslay-du-Maine → Sablé-sur-Sarthe,,,,715
109E,ALEOP_53,109E,Sablé-sur-Sarthe - Meslay-du-Maine - Laval / Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,1,1,,Meslay-du-Maine → Laval,Laval → Meslay-du-Maine,,,,
109,ALEOP_53,109,Sablé-sur-Sarthe - Meslay-du-Maine - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,1,1,,Sablé-sur-Sarthe → Meslay-du-Maine → Laval,Laval → Meslay-du-Maine → Sablé-sur-Sarthe,,,,
110-AD,ALEOP_53,110-AD,Lassay-les-Châteaux - Mayenne  / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,7A7AB9,FFFFFF,,1,1,,Lassay-les-Châteaux → Mayenne,Mayenne → Lassay-les-Châteaux,,,,715
110,ALEOP_53,110,Lassay-les-Châteaux - Mayenne - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,7A7AB9,FFFFFF,,1,1,,Lassay-les-Châteaux → Mayenne → Laval,Mayenne → Lassay-les-Châteaux,,,,
111-AD,ALEOP_53,111-AD,Gorron - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Gorron  → Mayenne,Mayenne → Gorron,,,,715
111,ALEOP_53,111,Gorron - Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Gorron  → Mayenne,Mayenne → Gorron,,,,
112-AD,ALEOP_53,112-AD,Évron - Jublains - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Évron → Jublains → Mayenne,Mayenne → Jublains → Évron,,,,715
112,ALEOP_53,112,Évron - Jublains - Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Évron → Jublains → Mayenne,Mayenne → Jublains → Évron,,,,
113-AD,ALEOP_53,113-AD,Saint-Pierre-des-Nids - Alençon - Villaines-la-Juhel - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,,2,2,,Saint-Pierre-des-Nids → Villaines-la-Juhel → Mayenne,Mayenne → Villaines-la-Juhel → Saint-Pierre-des-Nids,,,,715
113,ALEOP_53,113,Saint-Pierre-des-Nids - Alençon - Villaines-la-Juhel - Mayenne - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,,1,1,,Saint-Pierre-des-Nids → Villaines-la-Juhel → Mayenne → Laval,Laval → Mayenne → Villaines-la-Juhel → Saint-Pierre-des-Nids,,,,
116-AD,ALEOP_53,116-AD,Landivy - Ernée - Mayenne  / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,9B567E,FFFFFF,,1,1,,Ernée → Mayenne,Mayenne → Ernée → Landivy,,,,715
116,ALEOP_53,116,Landivy - Ernée - Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,9B567E,FFFFFF,,1,1,,Landivy → Ernée → Mayenne,Mayenne → Ernée → Landivy,,,,
118-AD,ALEOP_53,118-AD,Sablé-sur-Sarthe -  Château-Gontier-sur-Mayenne - Segré / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EA5B0C,FFFFFF,,1,1,,Sablé-sur-Sarthe →  Château-Gontier-sur-Mayenne → Segré,Ségré → Château-Gontier-sur-Mayenne  → Sablé-sur-Sarthe,,,,715
118,ALEOP_53,118,Sablé-sur-Sarthe - Meslay-du-Maine - Château-Gontier-sur-Mayenne - Segré,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EA5B0C,FFFFFF,,1,1,,Sablé-sur-Sarthe → Meslay-du-Maine → Château-Gontier-sur-Mayenne → Segré,Ségré → Château-Gontier-sur-Mayenne → Meslay-du-Maine → Sablé-sur-Sarthe,,,,
140-AD,ALEOP_53,140-AD,Renazé - Craon - Cossé-le-Vivien - Laval  / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,589DD6,FFFFFF,,1,1,,Renazé → Craon → Cossé-le-Vivien → Laval,Laval → Cossé-le-Vivien → Craon → Renazé,,,,715
140E,ALEOP_53,140E,Craon - Cossé-le-Vivien - Laval  / Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,589DD6,FFFFFF,,1,1,,Craon → Laval,Laval → Craon,,,,
140,ALEOP_53,140,Châteaubriant - Craon - Cossé-le-Vivien - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,589DD6,FFFFFF,,1,1,,Châteaubriant → Craon → Cossé-le-Vivien → Laval,Laval → Cossé-le-Vivien → Craon → Châteaubriant,,,,
145E,ALEOP_53,145E,Ernée – Laval / Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,,1,1,,Ernée → Laval,Laval → Ernée,,,,
150-AD,ALEOP_53,150-AD,Saint-Aignan-sur-Roë – Congrier – Ballots – Simplé – Craon – Château-Gontier-sur-Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,,1,1,,Saint-Aignan-sur-Roë → Renazé → Ballots → Château-Gontier-sur-Mayenne,Château-Gontier-sur-Mayenne → Ballots → Renazé → Saint-Aignan-sur-Roë,,,,715
150,ALEOP_53,150,Saint-Aignan-sur-Roë – Congrier – Ballots – Simplé – Craon – Château-Gontier-sur-Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,,1,1,,Saint-Aignan-sur-Roë → Renazé → Ballots → Craon → Château-Gontier-sur-Mayenne,Château-Gontier-sur-Mayenne → Craon → Ballots → Renazé → Saint-Aignan-sur-Roë,,,,
203,ALEOP_72,203,Sablé sur Sarthe - La Flèche,Aléop 72 :  02 43 39 90 72,3,,0075BF,FFFFFF,,1,1,,LOUAILLES → LA FLÈCHE / PRÉCIGNÉ → LOUAILLES / SABLÉ-SUR-SARTHE → LA FLÈCHE / SABLÉ-SUR-SARTHE → LE BAILLEUL,LA FLÈCHE → SABLÉ-SUR-SARTHE / LE BAILLEUL → SABLÉ-SUR-SARTHE,149,,1,
204,ALEOP_72,204,Fresnay - Alençon,Aléop 72 :  02 43 39 90 72,3,,164194,FFFFFF,,1,1,,FRESNAY-SUR-SARTHE → ALENÇON / SAINT-OUEN-DE-MIMBRÉ → ALENÇON / SAINT-VICTEUR → ARÇONNAY,ALENÇON → FRESNAY-SUR-SARTHE / ALENÇON → GESNES-LE-GANDELIN / ALENÇON → SAINT-OUEN-DE-MIMBRÉ / ALENÇON → SAINT-VICTEUR / ARÇONNAY → SAINT-VICTEUR,151,,1,
206,ALEOP_72,206,La Flèche - Le Mans,Aléop 72 :  02 43 39 90 72,3,,589DD6,FFFFFF,,1,1,,LA FLÈCHE → LA SUZE-SUR-SARTHE / LA FLÈCHE → LE MANS / LA SUZE-SUR-SARTHE → LE MANS / MALICORNE-SUR-SARTHE → LE MANS,LA SUZE-SUR-SARTHE → LA FLÈCHE / LE MANS → LA FLÈCHE / LE MANS → LA SUZE-SUR-SARTHE / LE MANS → MALICORNE-SUR-SARTHE,153,,1,
207,ALEOP_72,207,St Denis d'Orques - Le Mans,Aléop 72 :  02 43 39 90 72,3,,7A7AB9,FFFFFF,,1,1,,AMNÉ → LE MANS / COULANS-SUR-GÉE → LE MANS / LOUÉ → LE MANS / SAINT-DENIS-D'ORQUES → LE MANS / SAINT-DENIS-D'ORQUES → LOUÉ / TRANGÉ → LE MANS,LE MANS → AMNÉ / LE MANS → COULANS-SUR-GÉE / LE MANS → LOUÉ / LE MANS → SAINT-DENIS-D'ORQUES / LE MANS → TRANGÉ / LOUÉ → SAINT-DENIS-D'ORQUES,154,,1,
208,ALEOP_72,208,Sablé - Le Mans,Aléop 72 :  02 43 39 90 72,3,,831F82,FFFFFF,,1,1,,CHEMIRÉ-LE-GAUDIN → LE MANS / NOYEN-SUR-SARTHE → LE MANS / SABLÉ-SUR-SARTHE → LE MANS / SABLÉ-SUR-SARTHE → NOYEN-SUR-SARTHE / VALLON-SUR-GÉE → LE MANS,LE MANS → CHEMIRÉ-LE-GAUDIN / LE MANS → MAIGNÉ / LE MANS → NOYEN-SUR-SARTHE / LE MANS → SABLÉ-SUR-SARTHE / NOYEN-SUR-SARTHE → SABLÉ-SUR-SARTHE,155,,1,
209,ALEOP_72,209,Rouez - Le Mans,Aléop 72 :  02 43 39 90 72,3,,C0087F,FFFFFF,,1,1,,CONLIE → LE MANS / CURES → LE MANS / ROUEZ → CONLIE / ROUEZ → LE MANS,CONLIE → ROUEZ / LE MANS → CONLIE / LE MANS → ROUEZ,156,,1,
210,ALEOP_72,210,Fresnay-sur-Sarthe - Le Mans,Aléop 72 :  02 43 39 90 72,3,,4F304E,FFFFFF,,1,1,,ASSÉ-LE-RIBOUL → LE MANS / BEAUMONT-SUR-SARTHE → LA BAZOGE / FRESNAY-SUR-SARTHE → LE MANS / LA BAZOGE → LE MANS / MONTBIZOT → LE MANS / SAINT-JEAN-D'ASSÉ → LE MANS / SAINT-SATURNIN → LE MANS / SAINTE-JAMME-SUR-SARTHE → LE MANS,FRESNAY-SUR-SARTHE,157,,1,
