trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,timepoint
55272,18:49:30,18:49:30,138,24,,0,0,,,1
55272,18:47:08,18:47:08,142,23,,0,0,,,0
55272,18:45:32,18:45:32,140,22,,0,0,,,0
55272,18:44:17,18:44:17,139,21,,0,0,,,0
55272,18:41:56,18:41:56,135,20,,0,0,,,0
55272,18:39:46,18:39:46,133,19,,0,0,,,0
55272,18:38:04,18:38:04,586,18,,0,0,,,0
55272,18:36:17,18:36:17,130,17,,0,0,,,0
55272,18:33:41,18:33:41,129,16,,0,0,,,0
55272,18:31:22,18:31:22,128,15,,0,0,,,0
55272,18:29:21,18:29:21,238,14,,0,0,,,0
55272,18:26:45,18:26:45,125,13,,0,0,,,0
55272,18:25:09,18:25:09,237,12,,0,0,,,0
55272,18:21:28,18:21:28,78,11,,0,0,,,0
55272,18:19:36,18:19:36,235,10,,0,0,,,0
55272,18:17:11,18:17:11,76,9,,0,0,,,0
55272,18:12:34,18:12:34,32,8,,0,0,,,0
55272,18:09:44,18:09:44,121,7,,0,0,,,0
55272,18:08:20,18:08:20,151,6,,0,0,,,0
55272,18:07:12,18:07:12,145,5,,0,0,,,0
55272,18:05:14,18:05:14,150,4,,0,0,,,0
55272,18:03:13,18:03:13,908,3,,0,0,,,0
55272,18:02:01,18:02:01,907,2,,0,0,,,0
55272,18:01:00,18:01:00,416,1,,0,0,,,1
55273,20:19:00,20:19:00,138,24,,0,0,,,1
55273,20:17:00,20:17:00,142,23,,0,0,,,0
55273,20:15:39,20:15:39,140,22,,0,0,,,0
55273,20:14:35,20:14:35,139,21,,0,0,,,0
55273,20:12:36,20:12:36,135,20,,0,0,,,0
55273,20:10:47,20:10:47,133,19,,0,0,,,0
55273,20:09:20,20:09:20,586,18,,0,0,,,0
55273,20:07:50,20:07:50,130,17,,0,0,,,0
55273,20:05:38,20:05:38,129,16,,0,0,,,0
55273,20:03:40,20:03:40,128,15,,0,0,,,0
55273,20:01:58,20:01:58,238,14,,0,0,,,0
55273,19:59:46,19:59:46,125,13,,0,0,,,0
55273,19:58:25,19:58:25,237,12,,0,0,,,0
55273,19:55:18,19:55:18,78,11,,0,0,,,0
55273,19:53:44,19:53:44,235,10,,0,0,,,0
55273,19:51:41,19:51:41,76,9,,0,0,,,0
55273,19:47:46,19:47:46,32,8,,0,0,,,0
55273,19:45:23,19:45:23,121,7,,0,0,,,0
55273,19:44:12,19:44:12,151,6,,0,0,,,0
55273,19:43:15,19:43:15,145,5,,0,0,,,0
55273,19:41:35,19:41:35,150,4,,0,0,,,0
55273,19:39:52,19:39:52,908,3,,0,0,,,0
55273,19:38:52,19:38:52,907,2,,0,0,,,0
55273,19:38:00,19:38:00,416,1,,0,0,,,1
55274,21:35:00,21:35:00,138,24,,0,0,,,1
55274,21:33:17,21:33:17,142,23,,0,0,,,0
55274,21:32:08,21:32:08,140,22,,0,0,,,0
55274,21:31:14,21:31:14,139,21,,0,0,,,0
55274,21:29:32,21:29:32,135,20,,0,0,,,0
55274,21:27:59,21:27:59,133,19,,0,0,,,0
55274,21:26:45,21:26:45,586,18,,0,0,,,0
55274,21:25:28,21:25:28,130,17,,0,0,,,0
55274,21:23:35,21:23:35,129,16,,0,0,,,0
55274,21:21:55,21:21:55,128,15,,0,0,,,0
55274,21:20:27,21:20:27,238,14,,0,0,,,0
55274,21:18:35,21:18:35,125,13,,0,0,,,0
55274,21:17:26,21:17:26,237,12,,0,0,,,0
55274,21:14:46,21:14:46,78,11,,0,0,,,0
55274,21:13:25,21:13:25,235,10,,0,0,,,0
55274,21:11:41,21:11:41,76,9,,0,0,,,0
55274,21:08:21,21:08:21,32,8,,0,0,,,0
55274,21:06:18,21:06:18,121,7,,0,0,,,0
55274,21:05:18,21:05:18,151,6,,0,0,,,0
55274,21:04:29,21:04:29,145,5,,0,0,,,0
55274,21:03:03,21:03:03,150,4,,0,0,,,0
55274,21:01:36,21:01:36,908,3,,0,0,,,0
55274,21:00:44,21:00:44,907,2,,0,0,,,0
55274,21:00:00,21:00:00,416,1,,0,0,,,1
55275,22:57:30,22:57:30,138,24,,0,0,,,1
55275,22:55:11,22:55:11,142,23,,0,0,,,0
55275,22:53:37,22:53:37,140,22,,0,0,,,0
55275,22:52:23,22:52:23,139,21,,0,0,,,0
55275,22:50:06,22:50:06,135,20,,0,0,,,0
55275,22:47:58,22:47:58,133,19,,0,0,,,0
55275,22:46:18,22:46:18,586,18,,0,0,,,0
55275,22:44:34,22:44:34,130,17,,0,0,,,0
55275,22:42:01,22:42:01,129,16,,0,0,,,0
55275,22:39:45,22:39:45,128,15,,0,0,,,0
55275,22:37:46,22:37:46,238,14,,0,0,,,0
55275,22:35:13,22:35:13,125,13,,0,0,,,0
55275,22:33:39,22:33:39,237,12,,0,0,,,0
55275,22:30:03,22:30:03,78,11,,0,0,,,0
55275,22:28:13,22:28:13,235,10,,0,0,,,0
55275,22:25:51,22:25:51,76,9,,0,0,,,0
55275,22:21:19,22:21:19,32,8,,0,0,,,0
55275,22:18:33,22:18:33,121,7,,0,0,,,0
55275,22:17:11,22:17:11,151,6,,0,0,,,0
55275,22:16:05,22:16:05,145,5,,0,0,,,0
55275,22:14:09,22:14:09,150,4,,0,0,,,0
55275,22:12:10,22:12:10,908,3,,0,0,,,0
55275,22:11:00,22:11:00,907,2,,0,0,,,0
55275,22:10:00,22:10:00,416,1,,0,0,,,1
55276,11:08:30,11:08:30,138,24,,0,0,,,1
55276,11:05:09,11:05:09,142,23,,0,0,,,0
55276,11:02:54,11:02:54,140,22,,0,0,,,0
55276,11:01:08,11:01:08,139,21,,0,0,,,0
55276,10:57:49,10:57:49,135,20,,0,0,,,0
55276,10:54:46,10:54:46,133,19,,0,0,,,0
55276,10:52:21,10:52:21,586,18,,0,0,,,0
55276,10:49:51,10:49:51,130,17,,0,0,,,0
55276,10:46:10,10:46:10,129,16,,0,0,,,0
55276,10:42:54,10:42:54,128,15,,0,0,,,0
55276,10:40:03,10:40:03,238,14,,0,0,,,0
55276,10:36:23,10:36:23,125,13,,0,0,,,0
55276,10:34:07,10:34:07,237,12,,0,0,,,0
55276,10:28:55,10:28:55,78,11,,0,0,,,0
55276,10:26:17,10:26:17,235,10,,0,0,,,0
55276,10:22:52,10:22:52,76,9,,0,0,,,0
55276,10:16:20,10:16:20,32,8,,0,0,,,0
55276,10:12:20,10:12:20,121,7,,0,0,,,0
55276,10:10:22,10:10:22,151,6,,0,0,,,0
55276,10:08:46,10:08:46,145,5,,0,0,,,0
55276,10:05:59,10:05:59,150,4,,0,0,,,0
55276,10:03:08,10:03:08,908,3,,0,0,,,0
55276,10:01:27,10:01:27,907,2,,0,0,,,0
55276,10:00:00,10:00:00,416,1,,0,0,,,1
55277,13:24:30,13:24:30,138,24,,0,0,,,1
55277,13:21:12,13:21:12,142,23,,0,0,,,0
55277,13:18:59,13:18:59,140,22,,0,0,,,0
55277,13:17:15,13:17:15,139,21,,0,0,,,0
55277,13:13:59,13:13:59,135,20,,0,0,,,0
55277,13:10:58,13:10:58,133,19,,0,0,,,0
55277,13:08:36,13:08:36,586,18,,0,0,,,0
55277,13:06:07,13:06:07,130,17,,0,0,,,0
55277,13:02:30,13:02:30,129,16,,0,0,,,0
55277,12:59:16,12:59:16,128,15,,0,0,,,0
55277,12:56:27,12:56:27,238,14,,0,0,,,0
55277,12:52:51,12:52:51,125,13,,0,0,,,0
55277,12:50:37,12:50:37,237,12,,0,0,,,0
55277,12:45:29,12:45:29,78,11,,0,0,,,0
55277,12:42:54,12:42:54,235,10,,0,0,,,0
55277,12:39:32,12:39:32,76,9,,0,0,,,0
55277,12:33:06,12:33:06,32,8,,0,0,,,0
55277,12:29:09,12:29:09,121,7,,0,0,,,0
55277,12:27:13,12:27:13,151,6,,0,0,,,0
55277,12:25:38,12:25:38,145,5,,0,0,,,0
55277,12:22:54,12:22:54,150,4,,0,0,,,0
55277,12:20:05,12:20:05,908,3,,0,0,,,0
55277,12:18:25,12:18:25,907,2,,0,0,,,0
55277,12:17:00,12:17:00,416,1,,0,0,,,1
55278,15:26:00,15:26:00,138,24,,0,0,,,1
55278,15:23:22,15:23:22,142,23,,0,0,,,0
55278,15:21:35,15:21:35,140,22,,0,0,,,0
55278,15:20:12,15:20:12,139,21,,0,0,,,0
55278,15:17:35,15:17:35,135,20,,0,0,,,0
55278,15:15:10,15:15:10,133,19,,0,0,,,0
55278,15:13:16,15:13:16,586,18,,0,0,,,0
55278,15:11:17,15:11:17,130,17,,0,0,,,0
55278,15:08:24,15:08:24,129,16,,0,0,,,0
55278,15:05:49,15:05:49,128,15,,0,0,,,0
55278,15:03:34,15:03:34,238,14,,0,0,,,0
55278,15:00:40,15:00:40,125,13,,0,0,,,0
55278,14:58:53,14:58:53,237,12,,0,0,,,0
55278,14:54:47,14:54:47,78,11,,0,0,,,0
55278,14:52:43,14:52:43,235,10,,0,0,,,0
55278,14:50:02,14:50:02,76,9,,0,0,,,0
55278,14:44:53,14:44:53,32,8,,0,0,,,0
55278,14:41:43,14:41:43,121,7,,0,0,,,0
55278,14:40:10,14:40:10,151,6,,0,0,,,0
55278,14:38:55,14:38:55,145,5,,0,0,,,0
55278,14:36:43,14:36:43,150,4,,0,0,,,0
55278,14:34:28,14:34:28,908,3,,0,0,,,0
55278,14:33:08,14:33:08,907,2,,0,0,,,0
55278,14:32:00,14:32:00,416,1,,0,0,,,1
55279,17:20:00,17:20:00,138,24,,0,0,,,1
55279,17:17:04,17:17:04,142,23,,0,0,,,0
55279,17:15:06,17:15:06,140,22,,0,0,,,0
55279,17:13:33,17:13:33,139,21,,0,0,,,0
55279,17:10:39,17:10:39,135,20,,0,0,,,0
55279,17:07:58,17:07:58,133,19,,0,0,,,0
55279,17:05:52,17:05:52,586,18,,0,0,,,0
55279,17:03:39,17:03:39,130,17,,0,0,,,0
55279,17:00:27,17:00:27,129,16,,0,0,,,0
55279,16:57:34,16:57:34,128,15,,0,0,,,0
55279,16:55:04,16:55:04,238,14,,0,0,,,0
55279,16:51:52,16:51:52,125,13,,0,0,,,0
55279,16:49:53,16:49:53,237,12,,0,0,,,0
55279,16:45:19,16:45:19,78,11,,0,0,,,0
55279,16:43:01,16:43:01,235,10,,0,0,,,0
55279,16:40:02,16:40:02,76,9,,0,0,,,0
55279,16:34:18,16:34:18,32,8,,0,0,,,0
55279,16:30:48,16:30:48,121,7,,0,0,,,0
55279,16:29:05,16:29:05,151,6,,0,0,,,0
55279,16:27:41,16:27:41,145,5,,0,0,,,0
55279,16:25:15,16:25:15,150,4,,0,0,,,0
55279,16:22:45,16:22:45,908,3,,0,0,,,0
55279,16:21:16,16:21:16,907,2,,0,0,,,0
55279,16:20:00,16:20:00,416,1,,0,0,,,1
55280,19:12:30,19:12:30,138,24,,0,0,,,1
55280,19:09:56,19:09:56,142,23,,0,0,,,0
55280,19:08:12,19:08:12,140,22,,0,0,,,0
55280,19:06:51,19:06:51,139,21,,0,0,,,0
55280,19:04:19,19:04:19,135,20,,0,0,,,0
55280,19:01:58,19:01:58,133,19,,0,0,,,0
55280,19:00:08,19:00:08,586,18,,0,0,,,0
55280,18:58:12,18:58:12,130,17,,0,0,,,0
55280,18:55:23,18:55:23,129,16,,0,0,,,0
55280,18:52:53,18:52:53,128,15,,0,0,,,0
55280,18:50:41,18:50:41,238,14,,0,0,,,0
55280,18:47:53,18:47:53,125,13,,0,0,,,0
55280,18:46:09,18:46:09,237,12,,0,0,,,0
55280,18:42:09,18:42:09,78,11,,0,0,,,0
55280,18:40:08,18:40:08,235,10,,0,0,,,0
55280,18:37:32,18:37:32,76,9,,0,0,,,0
55280,18:32:31,18:32:31,32,8,,0,0,,,0
55280,18:29:27,18:29:27,121,7,,0,0,,,0
55280,18:27:57,18:27:57,151,6,,0,0,,,0
55280,18:26:43,18:26:43,145,5,,0,0,,,0
55280,18:24:35,18:24:35,150,4,,0,0,,,0
55280,18:22:24,18:22:24,908,3,,0,0,,,0
55280,18:21:06,18:21:06,907,2,,0,0,,,0
55280,18:20:00,18:20:00,416,1,,0,0,,,1
55281,20:42:30,20:42:30,138,24,,0,0,,,1
55281,20:40:40,20:40:40,142,23,,0,0,,,0
55281,20:39:26,20:39:26,140,22,,0,0,,,0
55281,20:38:28,20:38:28,139,21,,0,0,,,0
55281,20:36:39,20:36:39,135,20,,0,0,,,0
55281,20:34:59,20:34:59,133,19,,0,0,,,0
55281,20:33:40,20:33:40,586,18,,0,0,,,0
55281,20:32:17,20:32:17,130,17,,0,0,,,0
55281,20:30:16,20:30:16,129,16,,0,0,,,0
55281,20:28:29,20:28:29,128,15,,0,0,,,0
55281,20:26:55,20:26:55,238,14,,0,0,,,0
55281,20:24:55,20:24:55,125,13,,0,0,,,0
55281,20:23:40,20:23:40,237,12,,0,0,,,0
55281,20:20:49,20:20:49,78,11,,0,0,,,0
55281,20:19:23,20:19:23,235,10,,0,0,,,0
55281,20:17:31,20:17:31,76,9,,0,0,,,0
55281,20:13:56,20:13:56,32,8,,0,0,,,0
55281,20:11:45,20:11:45,121,7,,0,0,,,0
55281,20:10:40,20:10:40,151,6,,0,0,,,0
55281,20:09:48,20:09:48,145,5,,0,0,,,0
55281,20:08:16,20:08:16,150,4,,0,0,,,0
55281,20:06:43,20:06:43,908,3,,0,0,,,0
55281,20:05:47,20:05:47,907,2,,0,0,,,0
55281,20:05:00,20:05:00,416,1,,0,0,,,1
55282,21:55:00,21:55:00,138,24,,0,0,,,1
55282,21:53:17,21:53:17,142,23,,0,0,,,0
55282,21:52:08,21:52:08,140,22,,0,0,,,0
55282,21:51:14,21:51:14,139,21,,0,0,,,0
55282,21:49:32,21:49:32,135,20,,0,0,,,0
55282,21:47:59,21:47:59,133,19,,0,0,,,0
55282,21:46:45,21:46:45,586,18,,0,0,,,0
55282,21:45:28,21:45:28,130,17,,0,0,,,0
55282,21:43:35,21:43:35,129,16,,0,0,,,0
55282,21:41:55,21:41:55,128,15,,0,0,,,0
55282,21:40:27,21:40:27,238,14,,0,0,,,0
55282,21:38:35,21:38:35,125,13,,0,0,,,0
55282,21:37:26,21:37:26,237,12,,0,0,,,0
55282,21:34:46,21:34:46,78,11,,0,0,,,0
55282,21:33:25,21:33:25,235,10,,0,0,,,0
55282,21:31:41,21:31:41,76,9,,0,0,,,0
55282,21:28:21,21:28:21,32,8,,0,0,,,0
55282,21:26:18,21:26:18,121,7,,0,0,,,0
55282,21:25:18,21:25:18,151,6,,0,0,,,0
55282,21:24:29,21:24:29,145,5,,0,0,,,0
55282,21:23:03,21:23:03,150,4,,0,0,,,0
55282,21:21:36,21:21:36,908,3,,0,0,,,0
55282,21:20:44,21:20:44,907,2,,0,0,,,0
55282,21:20:00,21:20:00,416,1,,0,0,,,1
55283,06:12:30,06:12:30,138,24,,0,0,,,1
55283,06:09:56,06:09:56,142,23,,0,0,,,0
55283,06:08:12,06:08:12,140,22,,0,0,,,0
55283,06:06:51,06:06:51,139,21,,0,0,,,0
55283,06:04:19,06:04:19,135,20,,0,0,,,0
55283,06:01:58,06:01:58,133,19,,0,0,,,0
55283,06:00:08,06:00:08,586,18,,0,0,,,0
55283,05:58:12,05:58:12,130,17,,0,0,,,0
55283,05:55:23,05:55:23,129,16,,0,0,,,0
55283,05:52:53,05:52:53,128,15,,0,0,,,0
55283,05:50:41,05:50:41,238,14,,0,0,,,0
55283,05:47:53,05:47:53,125,13,,0,0,,,0
55283,05:46:09,05:46:09,237,12,,0,0,,,0
55283,05:42:09,05:42:09,78,11,,0,0,,,0
55283,05:40:08,05:40:08,235,10,,0,0,,,0
55283,05:37:32,05:37:32,76,9,,0,0,,,0
55283,05:32:31,05:32:31,32,8,,0,0,,,0
55283,05:29:27,05:29:27,121,7,,0,0,,,0
55283,05:27:57,05:27:57,151,6,,0,0,,,0
55283,05:26:43,05:26:43,145,5,,0,0,,,0
55283,05:24:35,05:24:35,150,4,,0,0,,,0
55283,05:22:24,05:22:24,908,3,,0,0,,,0
55283,05:21:06,05:21:06,907,2,,0,0,,,0
55283,05:20:00,05:20:00,416,1,,0,0,,,1
55284,07:57:30,07:57:30,138,24,,0,0,,,1
55284,07:54:56,07:54:56,142,23,,0,0,,,0
55284,07:53:12,07:53:12,140,22,,0,0,,,0
55284,07:51:51,07:51:51,139,21,,0,0,,,0
55284,07:49:19,07:49:19,135,20,,0,0,,,0
55284,07:46:58,07:46:58,133,19,,0,0,,,0
55284,07:45:08,07:45:08,586,18,,0,0,,,0
55284,07:43:12,07:43:12,130,17,,0,0,,,0
55284,07:40:23,07:40:23,129,16,,0,0,,,0
55284,07:37:53,07:37:53,128,15,,0,0,,,0
55284,07:35:41,07:35:41,238,14,,0,0,,,0
55284,07:32:53,07:32:53,125,13,,0,0,,,0
55284,07:31:09,07:31:09,237,12,,0,0,,,0
55284,07:27:09,07:27:09,78,11,,0,0,,,0
55284,07:25:08,07:25:08,235,10,,0,0,,,0
55284,07:22:32,07:22:32,76,9,,0,0,,,0
55284,07:17:31,07:17:31,32,8,,0,0,,,0
55284,07:14:27,07:14:27,121,7,,0,0,,,0
55284,07:12:57,07:12:57,151,6,,0,0,,,0
55284,07:11:43,07:11:43,145,5,,0,0,,,0
55284,07:09:35,07:09:35,150,4,,0,0,,,0
55284,07:07:24,07:07:24,908,3,,0,0,,,0
55284,07:06:06,07:06:06,907,2,,0,0,,,0
55284,07:05:00,07:05:00,416,1,,0,0,,,1
55285,09:58:00,09:58:00,138,24,,0,0,,,1
55285,09:54:41,09:54:41,142,23,,0,0,,,0
55285,09:52:26,09:52:26,140,22,,0,0,,,0
55285,09:50:41,09:50:41,139,21,,0,0,,,0
55285,09:47:24,09:47:24,135,20,,0,0,,,0
55285,09:44:22,09:44:22,133,19,,0,0,,,0
55285,09:41:59,09:41:59,586,18,,0,0,,,0
55285,09:39:29,09:39:29,130,17,,0,0,,,0
55285,09:35:50,09:35:50,129,16,,0,0,,,0
55285,09:32:35,09:32:35,128,15,,0,0,,,0
55285,09:29:45,09:29:45,238,14,,0,0,,,0
55285,09:26:07,09:26:07,125,13,,0,0,,,0
55285,09:23:52,09:23:52,237,12,,0,0,,,0
55285,09:18:42,09:18:42,78,11,,0,0,,,0
55285,09:16:05,09:16:05,235,10,,0,0,,,0
55285,09:12:42,09:12:42,76,9,,0,0,,,0
55285,09:06:13,09:06:13,32,8,,0,0,,,0
55285,09:02:15,09:02:15,121,7,,0,0,,,0
55285,09:00:18,09:00:18,151,6,,0,0,,,0
55285,08:58:42,08:58:42,145,5,,0,0,,,0
55285,08:55:57,08:55:57,150,4,,0,0,,,0
55285,08:53:07,08:53:07,908,3,,0,0,,,0
55285,08:51:26,08:51:26,907,2,,0,0,,,0
55285,08:50:00,08:50:00,416,1,,0,0,,,1
55286,12:15:00,12:15:00,138,24,,0,0,,,1
55286,12:11:38,12:11:38,142,23,,0,0,,,0
55286,12:09:22,12:09:22,140,22,,0,0,,,0
55286,12:07:35,12:07:35,139,21,,0,0,,,0
55286,12:04:15,12:04:15,135,20,,0,0,,,0
55286,12:01:10,12:01:10,133,19,,0,0,,,0
55286,11:58:44,11:58:44,586,18,,0,0,,,0
55286,11:56:12,11:56:12,130,17,,0,0,,,0
55286,11:52:31,11:52:31,129,16,,0,0,,,0
55286,11:49:13,11:49:13,128,15,,0,0,,,0
55286,11:46:20,11:46:20,238,14,,0,0,,,0
55286,11:42:39,11:42:39,125,13,,0,0,,,0
55286,11:40:22,11:40:22,237,12,,0,0,,,0
55286,11:35:07,11:35:07,78,11,,0,0,,,0
55286,11:32:28,11:32:28,235,10,,0,0,,,0
55286,11:29:02,11:29:02,76,9,,0,0,,,0
55286,11:22:27,11:22:27,32,8,,0,0,,,0
55286,11:18:25,11:18:25,121,7,,0,0,,,0
55286,11:16:27,11:16:27,151,6,,0,0,,,0
55286,11:14:50,11:14:50,145,5,,0,0,,,0
55286,11:12:02,11:12:02,150,4,,0,0,,,0
55286,11:09:09,11:09:09,908,3,,0,0,,,0
55286,11:07:27,11:07:27,907,2,,0,0,,,0
55286,11:06:00,11:06:00,416,1,,0,0,,,1
55287,14:26:00,14:26:00,138,24,,0,0,,,1
55287,14:22:58,14:22:58,142,23,,0,0,,,0
55287,14:20:56,14:20:56,140,22,,0,0,,,0
55287,14:19:20,14:19:20,139,21,,0,0,,,0
55287,14:16:20,14:16:20,135,20,,0,0,,,0
55287,14:13:34,14:13:34,133,19,,0,0,,,0
55287,14:11:23,14:11:23,586,18,,0,0,,,0
55287,14:09:07,14:09:07,130,17,,0,0,,,0
55287,14:05:47,14:05:47,129,16,,0,0,,,0
55287,14:02:50,14:02:50,128,15,,0,0,,,0
55287,14:00:14,14:00:14,238,14,,0,0,,,0
55287,13:56:55,13:56:55,125,13,,0,0,,,0
55287,13:54:53,13:54:53,237,12,,0,0,,,0
55287,13:50:10,13:50:10,78,11,,0,0,,,0
55287,13:47:47,13:47:47,235,10,,0,0,,,0
55287,13:44:42,13:44:42,76,9,,0,0,,,0
55287,13:38:47,13:38:47,32,8,,0,0,,,0
55287,13:35:10,13:35:10,121,7,,0,0,,,0
55287,13:33:23,13:33:23,151,6,,0,0,,,0
55287,13:31:56,13:31:56,145,5,,0,0,,,0
55287,13:29:25,13:29:25,150,4,,0,0,,,0
55287,13:26:50,13:26:50,908,3,,0,0,,,0
55287,13:25:18,13:25:18,907,2,,0,0,,,0
55287,13:24:00,13:24:00,416,1,,0,0,,,1
55288,16:24:00,16:24:00,138,24,,0,0,,,1
55288,16:21:16,16:21:16,142,23,,0,0,,,0
55288,16:19:25,16:19:25,140,22,,0,0,,,0
55288,16:17:59,16:17:59,139,21,,0,0,,,0
55288,16:15:16,16:15:16,135,20,,0,0,,,0
55288,16:12:46,16:12:46,133,19,,0,0,,,0
55288,16:10:48,16:10:48,586,18,,0,0,,,0
55288,16:08:45,16:08:45,130,17,,0,0,,,0
55288,16:05:45,16:05:45,129,16,,0,0,,,0
55288,16:03:04,16:03:04,128,15,,0,0,,,0
55288,16:00:44,16:00:44,238,14,,0,0,,,0
55288,15:57:44,15:57:44,125,13,,0,0,,,0
55288,15:55:53,15:55:53,237,12,,0,0,,,0
55288,15:51:38,15:51:38,78,11,,0,0,,,0
55288,15:49:29,15:49:29,235,10,,0,0,,,0
55288,15:46:42,15:46:42,76,9,,0,0,,,0
55288,15:41:21,15:41:21,32,8,,0,0,,,0
55288,15:38:05,15:38:05,121,7,,0,0,,,0
55288,15:36:29,15:36:29,151,6,,0,0,,,0
55288,15:35:10,15:35:10,145,5,,0,0,,,0
55288,15:32:54,15:32:54,150,4,,0,0,,,0
55288,15:30:34,15:30:34,908,3,,0,0,,,0
55288,15:29:11,15:29:11,907,2,,0,0,,,0
55288,15:28:00,15:28:00,416,1,,0,0,,,1
55289,18:07:30,18:07:30,138,24,,0,0,,,1
55289,18:05:11,18:05:11,142,23,,0,0,,,0
55289,18:03:37,18:03:37,140,22,,0,0,,,0
55289,18:02:23,18:02:23,139,21,,0,0,,,0
55289,18:00:06,18:00:06,135,20,,0,0,,,0
55289,17:57:58,17:57:58,133,19,,0,0,,,0
55289,17:56:18,17:56:18,586,18,,0,0,,,0
55289,17:54:34,17:54:34,130,17,,0,0,,,0
55289,17:52:01,17:52:01,129,16,,0,0,,,0
55289,17:49:45,17:49:45,128,15,,0,0,,,0
55289,17:47:46,17:47:46,238,14,,0,0,,,0
55289,17:45:13,17:45:13,125,13,,0,0,,,0
55289,17:43:39,17:43:39,237,12,,0,0,,,0
55289,17:40:03,17:40:03,78,11,,0,0,,,0
55289,17:38:13,17:38:13,235,10,,0,0,,,0
55289,17:35:51,17:35:51,76,9,,0,0,,,0
55289,17:31:19,17:31:19,32,8,,0,0,,,0
55289,17:28:33,17:28:33,121,7,,0,0,,,0
55289,17:27:11,17:27:11,151,6,,0,0,,,0
55289,17:26:05,17:26:05,145,5,,0,0,,,0
55289,17:24:09,17:24:09,150,4,,0,0,,,0
55289,17:22:10,17:22:10,908,3,,0,0,,,0
55289,17:21:00,17:21:00,907,2,,0,0,,,0
55289,17:20:00,17:20:00,416,1,,0,0,,,1
55290,19:47:30,19:47:30,138,24,,0,0,,,1
55290,19:44:56,19:44:56,142,23,,0,0,,,0
55290,19:43:12,19:43:12,140,22,,0,0,,,0
55290,19:41:51,19:41:51,139,21,,0,0,,,0
55290,19:39:19,19:39:19,135,20,,0,0,,,0
55290,19:36:58,19:36:58,133,19,,0,0,,,0
55290,19:35:08,19:35:08,586,18,,0,0,,,0
55290,19:33:12,19:33:12,130,17,,0,0,,,0
55290,19:30:23,19:30:23,129,16,,0,0,,,0
55290,19:27:53,19:27:53,128,15,,0,0,,,0
55290,19:25:41,19:25:41,238,14,,0,0,,,0
55290,19:22:53,19:22:53,125,13,,0,0,,,0
55290,19:21:09,19:21:09,237,12,,0,0,,,0
55290,19:17:09,19:17:09,78,11,,0,0,,,0
55290,19:15:08,19:15:08,235,10,,0,0,,,0
55290,19:12:32,19:12:32,76,9,,0,0,,,0
55290,19:07:31,19:07:31,32,8,,0,0,,,0
55290,19:04:27,19:04:27,121,7,,0,0,,,0
55290,19:02:57,19:02:57,151,6,,0,0,,,0
55290,19:01:43,19:01:43,145,5,,0,0,,,0
55290,18:59:35,18:59:35,150,4,,0,0,,,0
55290,18:57:24,18:57:24,908,3,,0,0,,,0
55290,18:56:06,18:56:06,907,2,,0,0,,,0
55290,18:55:00,18:55:00,416,1,,0,0,,,1
55291,21:20:00,21:20:00,138,24,,0,0,,,1
55291,21:18:03,21:18:03,142,23,,0,0,,,0
55291,21:16:44,21:16:44,140,22,,0,0,,,0
55291,21:15:42,21:15:42,139,21,,0,0,,,0
55291,21:13:46,21:13:46,135,20,,0,0,,,0
55291,21:11:59,21:11:59,133,19,,0,0,,,0
55291,21:10:34,21:10:34,586,18,,0,0,,,0
55291,21:09:06,21:09:06,130,17,,0,0,,,0
55291,21:06:58,21:06:58,129,16,,0,0,,,0
55291,21:05:03,21:05:03,128,15,,0,0,,,0
55291,21:03:23,21:03:23,238,14,,0,0,,,0
55291,21:01:14,21:01:14,125,13,,0,0,,,0
55291,20:59:55,20:59:55,237,12,,0,0,,,0
55291,20:56:53,20:56:53,78,11,,0,0,,,0
55291,20:55:21,20:55:21,235,10,,0,0,,,0
55291,20:53:21,20:53:21,76,9,,0,0,,,0
55291,20:49:32,20:49:32,32,8,,0,0,,,0
55291,20:47:12,20:47:12,121,7,,0,0,,,0
55291,20:46:03,20:46:03,151,6,,0,0,,,0
55291,20:45:07,20:45:07,145,5,,0,0,,,0
55291,20:43:30,20:43:30,150,4,,0,0,,,0
55291,20:41:50,20:41:50,908,3,,0,0,,,0
55291,20:40:50,20:40:50,907,2,,0,0,,,0
55291,20:40:00,20:40:00,416,1,,0,0,,,1
55292,22:52:30,22:52:30,138,24,,0,0,,,1
55292,22:49:56,22:49:56,142,23,,0,0,,,0
55292,22:48:12,22:48:12,140,22,,0,0,,,0
55292,22:46:51,22:46:51,139,21,,0,0,,,0
55292,22:44:19,22:44:19,135,20,,0,0,,,0
55292,22:41:58,22:41:58,133,19,,0,0,,,0
55292,22:40:08,22:40:08,586,18,,0,0,,,0
55292,22:38:12,22:38:12,130,17,,0,0,,,0
55292,22:35:23,22:35:23,129,16,,0,0,,,0
55292,22:32:53,22:32:53,128,15,,0,0,,,0
55292,22:30:41,22:30:41,238,14,,0,0,,,0
55292,22:27:53,22:27:53,125,13,,0,0,,,0
55292,22:26:09,22:26:09,237,12,,0,0,,,0
55292,22:22:09,22:22:09,78,11,,0,0,,,0
55292,22:20:08,22:20:08,235,10,,0,0,,,0
55292,22:17:32,22:17:32,76,9,,0,0,,,0
55292,22:12:31,22:12:31,32,8,,0,0,,,0
